lambda_0,mean_lambda,mean_t_c,direct_t_c
0.1328298582151793,0.2080144479114238,0.0766852258590117,0.0012190935596150148
0.4269933277731443,0.3734602416168345,0.1922744024930521,0.21802266349666413
0.091162635529608,0.1993250182704968,0.0727053800820487,3.9051616838185594e-05
0.2289849874895746,0.2616030929213364,0.1111656885271849,0.02877298422092464
0.2685154295246038,0.2696035320899332,0.113134226558637,0.05472686080932872
0.2475037531276063,0.2407877469576312,0.0931326425554007,0.039892671969732764
0.2243552960800667,0.2663066655934416,0.1152498751551785,0.026293440243510165
0.1210775646371976,0.2235930113188536,0.0841419992140694,0.0005870572023680023
0.4971509591326105,0.3840067122363091,0.1967885068049425,0.30351810010201663
0.092231025854879,0.1968856737023865,0.0651839927337838,4.4342883225928995e-05
0.1007781484570475,0.1692816188580305,0.0474693412794635,0.0001112193858586107
0.2261359466221851,0.2537907973833778,0.1042667825495541,0.02723265246603035
0.1385279399499583,0.2351333002656477,0.0864128152980604,0.001661590159337672
0.0929432860717264,0.203422232460072,0.0693928890264964,4.818468554488797e-05
0.4084745621351126,0.3586787676624519,0.1727724589096225,0.19605774439515464
0.3757105921601334,0.3516667721287788,0.1754231512738895,0.15836662845637092
0.4871793160967473,0.3821718783062395,0.2076290756965877,0.2912468977338774
0.1506363636363636,0.234886960023497,0.0929779291310816,0.002968426753682449
0.3735738115095913,0.3112352768244245,0.1457507642651488,0.15597389317723778
0.1132427022518765,0.1879646092023559,0.0603636024296121,0.00033152379475658326
0.2681592994161801,0.296149515762569,0.1281261533422266,0.054456854712021094
0.4355404503753127,0.3384832355829361,0.1630343799189895,0.22827928626185948
0.4547714762301918,0.3628361611472568,0.1824382531948267,0.25156676834762637
0.1349666388657214,0.201422046384634,0.0671928551090447,0.0013734104751844725
0.4369649708090075,0.3580612507361199,0.1781866956241916,0.22999493202316953
0.2920200166805671,0.2949560492837763,0.1293737341141857,0.0738556586818706
0.2556947456213511,0.2647869391077358,0.1069288314368935,0.045404991610856385
0.2371759799833194,0.2577432063055083,0.1077797022068928,0.03345686028961411
0.1748532110091743,0.2383720179156857,0.0967083698038754,0.0074443292732988674
0.2086855713094245,0.2348760668790627,0.0875251755914678,0.018814677512310446
0.4316230191826522,0.3548798826755843,0.1793741067199906,0.22357015670789032
0.3116071726438699,0.3055734167104681,0.138695146503666,0.0915940828153873
0.2631734778982485,0.2666930862739466,0.1128585068667432,0.050742327624529036
0.3967222685571309,0.3196080322832904,0.1520443208858626,0.1823418535280368
0.1769899916597164,0.2184689635710045,0.0759290749285034,0.00797648970163391
0.1168040033361134,0.1896560688092881,0.0610417666914364,0.00043395476648773473
0.2802677231025854,0.3017243300521198,0.1330556634951822,0.06397666587839722
0.122858215179316,0.1809874267050293,0.0491065282990384,0.0006617096452057849
0.3347556296914095,0.322556884351739,0.1493419460615373,0.11435203335493208
0.1018465387823185,0.190425187328945,0.0617674353908354,0.00012342043418471033
0.3867506255212677,0.3504238059473241,0.1731143345478982,0.1708679887802946
0.3361801501251042,0.3048500492516089,0.1338866544548141,0.11580871354954911
0.4650992493744787,0.3766942900182408,0.1927885388211938,0.26416615090136636
0.3963661384487073,0.3543009039891976,0.1796536292606208,0.1819293430289548
0.4882477064220183,0.3813962527858556,0.2010467023936732,0.2925607870290273
0.4063377814845704,0.3271734270298229,0.1613332584195239,0.19354973461091868
0.2051242702251876,0.253848390974023,0.1030754330071825,0.017312727106583152
0.3895996663886572,0.3168132758122724,0.15096343755848,0.17412958504851025
0.128556296914095,0.2241634910298388,0.0850954835021009,0.0009491790387573038
0.4259249374478732,0.3599289307662374,0.1850734073120224,0.21674537237804073
0.2941567973311092,0.3029240207434211,0.1352775225414736,0.07571588168044917
0.4423069224353628,0.3466873384497561,0.1666781652358598,0.2364430036664649
0.1598957464553794,0.2041173739144527,0.0747228665700968,0.004359948999026073
0.1292685571309424,0.1678991154796802,0.0414123548944744,0.000990745278976125
0.3383169307756464,0.3404499684807233,0.1620057447647102,0.1180050122702004
0.1413769808173477,0.2124038349097471,0.0725111780363772,0.0019217728898251745
0.2628173477898248,0.2538267885544795,0.1052527311223265,0.05048173306533057
0.3945854879065888,0.3472409936211871,0.1748308303696286,0.17986972104658216
0.4301984987489574,0.3446057945925337,0.1721737047006647,0.22186111314602291
0.4537030859049207,0.3885978896949597,0.2033287064805027,0.25026661789604704
0.2200817347789824,0.2867126324037615,0.1207340305614991,0.02411343084249586
0.4953703085904921,0.3953500355874883,0.2127538763444701,0.3013256093435556
0.1894545454545454,0.2773195157028885,0.1174780025186173,0.011567789617459419
0.1185846538782318,0.2176031928063869,0.0755088649262354,0.000493486913890628
0.3201542952460383,0.328141308965079,0.1610812345955049,0.099787356076585
0.2973619683069224,0.2870097297351714,0.1289186949352491,0.07854177017418185
0.1705796497080901,0.2331653004980473,0.0838938174625688,0.006450588745247494
0.4814812343619683,0.3805227081652952,0.1962538894849517,0.28424396337030877
0.1826880733944954,0.2205029254748119,0.0828887156311772,0.009513618904897485
0.1559783152627189,0.2114390055212464,0.0708694942588279,0.0037261958321678115
0.4458682235195996,0.3807315344192631,0.2026709543271897,0.24075355513336144
0.2945129274395329,0.2848157189712412,0.1262347363875274,0.0760277745007987
0.3019916597164303,0.306017898515993,0.1382771337304073,0.08269719568963058
0.2432301918265221,0.2681140315548515,0.1186391892550883,0.037158914840040976
0.2407372810675562,0.2680417301758388,0.1117594250623381,0.03561010941036412
0.4024203502919099,0.3725650919525843,0.1956809461019382,0.18896768597378405
0.463674728940784,0.3855267515942189,0.2051641737221894,0.2624251932922905
0.2959374478732277,0.2994725943059627,0.1313620853503593,0.07728060008053267
0.2133152627189324,0.2288449666332103,0.0841662934517335,0.02087679648343215
0.2994987489574645,0.2695490183634788,0.1130221124747088,0.08044898916252932
0.3461517931609674,0.3587101443680462,0.1833778479508422,0.12616990009189583
0.2624612176814012,0.2597773070448548,0.1065994346116173,0.050221775079162256
0.3283452877397831,0.3229332550755797,0.1546006357369447,0.10787369244284245
0.3101826522101751,0.27871217298947,0.1222720108684177,0.090254052180014
0.2856096747289408,0.2827120232830423,0.1221035698584997,0.06839183630306442
0.2442985821517931,0.285638501681793,0.1202994832745221,0.037833077530976415
0.4654553794829024,0.3683246647984821,0.191665417895717,0.26460153252048835
0.1848248540450375,0.2375039085493619,0.0966972439109846,0.010135130726635104
0.3322627189324437,0.291750017143458,0.1317619770092186,0.11181758563426708
0.1474311926605504,0.2233005844666841,0.0839673056164935,0.002569497306373978
0.4052693911592994,0.357780733515638,0.1792846101399345,0.19229800447712686
0.2272043369474561,0.2431639305955904,0.0945760062946951,0.027804864402927072
0.1898106755629691,0.2408284262622222,0.0925881750554987,0.011682918866914813
0.1655938281901584,0.2525940067876433,0.100385778770635,0.005406830226704311
0.470441201000834,0.3810261386841752,0.1986518084191457,0.270702506484696
0.181975813177648,0.2266354278732173,0.0810897812972487,0.009311960390029269
0.4526346955796497,0.376098437311914,0.1995678958763644,0.24896713320216096
0.4031326105087573,0.3708779309997214,0.1895696107379179,0.18979920972064
0.4376772310258549,0.359204985910702,0.1806330575290369,0.2308533786241705
0.1691551292743953,0.2056690065339587,0.0695629387374393,0.006139861480974675
0.176277731442869,0.2434890447464517,0.0924170666190979,0.007796454907269721
0.3621776480400334,0.3373680525982493,0.1646636544630477,0.14337442558314234
0.1071884904086739,0.1900195505161772,0.0635469205422149,0.00020132707753093057
0.3888874061718098,0.3628978426548673,0.1859636909618233,0.1733128954166465
0.3643144286905754,0.3393646197046902,0.1647600428897582,0.1457151795451688
0.0840400333611342,0.225431782054688,0.0857653593722705,1.541282185800101e-05
0.344371142618849,0.3207538268018279,0.148956439164318,0.1242992112165972
0.4123919933277731,0.3534696354225818,0.1745277257556509,0.20067099008912423
0.1866055045871559,0.2581437726482359,0.1071131173835679,0.010672140959378256
0.1791267723102585,0.2270943611832372,0.084363781988041,0.008532624607616508
0.1438698915763135,0.2313791708755272,0.0910646569300505,0.002172352716695828
0.2724328607172643,0.2570320633869873,0.094879730750485,0.0577374649692624
0.1363911592994161,0.2242244964149458,0.0783352920348535,0.001483912097481344
0.4757831526271893,0.3793262993258129,0.194954054257678,0.2772498454883035
0.1043394495412844,0.1940398079430836,0.0623223805291072,0.00015605179927379324
0.3532743953294412,0.2998276235916458,0.1398997986344109,0.13373692311457797
0.3308381984987489,0.3105416981796438,0.1448876193877919,0.11037789037876729
0.3671634695579649,0.29348030974277,0.1243060169774496,0.1488520892595717
0.1470750625521267,0.2361021383149308,0.0915881737492588,0.0025276404235709095
0.4430191826522102,0.3587705727171729,0.1811431442188527,0.23730438571385715
0.1784145120934111,0.2513644797116394,0.0967877728220071,0.008344563011600045
0.4280617180984153,0.3570278738259408,0.1783031362144148,0.21930106379381845
0.2499966638865721,0.2573334105295916,0.1041704201239046,0.04153274036363062
0.3700125104253544,0.3364535550857002,0.161111573492711,0.1520066653827744
0.2257798165137614,0.2450322705913396,0.0899197240476561,0.02704336138088304
0.2532018348623853,0.2742454177963283,0.1198632432190313,0.04368990034307671
0.3685879899916597,0.3429127206581481,0.1656609813125044,0.1504272035234791
0.3197981651376146,0.2985810866703821,0.1339746730803029,0.09944086359638217
0.0765613010842368,0.2024520818160888,0.0716071645166083,4.82042288976052e-06
0.3746422018348624,0.3305238831470498,0.1630122100217911,0.1571691188374307
0.2375321100917431,0.2620090001276979,0.11262445590965,0.03366902553769059
0.1435137614678899,0.209004469532566,0.0745131523644141,0.002135204707720347
0.0940116763969974,0.1971171114186639,0.0662257421940159,5.445170278166846e-05
0.3956538782318599,0.3370432007585562,0.1608874293977671,0.18110490537982515
0.4277055879899916,0.3611468687300971,0.177111372128822,0.21887480834116912
0.1709357798165137,0.2233977372783141,0.0865221553935393,0.00652985762650013
0.3607531276063386,0.2999095806178916,0.1324105792837162,0.14181973499302047
0.3960100083402835,0.3523696408912616,0.1743014039207792,0.18151702667429273
0.3069774812343619,0.313274805392626,0.1439747962244118,0.087266572259058
0.4134603836530442,0.3576435871727807,0.1807611058588661,0.20193245146306876
0.3881751459549624,0.3496611064981638,0.1751935476941617,0.17249706103411216
0.151348623853211,0.2058745445672143,0.0680856239518825,0.0030626283731123504
0.3536305254378649,0.3444832222293572,0.1680844076742255,0.13411870696829295
0.326208507089241,0.3129494755474971,0.1425083007256669,0.1057429810546804
0.3269207673060884,0.3530840051955319,0.1675223050117778,0.1064515849722923
0.4690166805671393,0.3568975884668651,0.1805104108020728,0.2689583356183225
0.4967948290241868,0.3555886324115353,0.1732587438664886,0.30307956684369725
0.3539866555462885,0.3311490628579909,0.1599313201981713,0.1345008092450787
0.2207939949958298,0.2514454794568203,0.0993186900160462,0.02446948266564281
0.3928048373644704,0.3198765301962543,0.152456066585181,0.17781506777117004
0.4056255212677231,0.3290556214653267,0.1519231087220683,0.1927150770730219
0.1673744787322769,0.2095333443865801,0.0741872173168346,0.005765598102956546
0.2977180984153461,0.251175743635493,0.1039495274364581,0.0788583567748402
0.1609641367806505,0.2357549938519055,0.0903693939262435,0.0045447441264531
0.3158807339449541,0.3126661885602462,0.146426775415196,0.09565841086492957
0.271720600500417,0.2816887669964012,0.1257651757349586,0.057184590329582605
0.4775638031693077,0.3777090540364455,0.1997086082560714,0.27943445102956355
0.4173778148457047,0.3508790252931444,0.1760439781439889,0.20656939820047573
0.4305546288573811,0.3587289841403429,0.1769096870825646,0.22228820074251116
0.4234320266889074,0.3417666979476118,0.1700752432609465,0.21376945204138662
0.1777022518765638,0.225455837456983,0.07861130608491,0.008159188510485834
0.2578315262718932,0.272979650515874,0.1155790203746436,0.0469007548129829
0.3472201834862385,0.3271356973017578,0.1583710412114716,0.127296438378325
0.1025587989991659,0.2048467916105528,0.0632087533839944,0.00013213002847380694
0.1552660550458715,0.19209038489247,0.0647915686170972,0.003618203498051186
0.2938006672226855,0.2788599606748704,0.1190904649187988,0.07540451688609236
0.1915913261050875,0.2236197552619612,0.0767929573386561,0.012269204822110502
0.1189407839866555,0.20488516615641,0.0711839352382461,0.00050610575271819
0.4330475396163469,0.3765717205115677,0.1977778897408151,0.22528102228474323
0.302347789824854,0.3050843043386519,0.1394466384576117,0.08302037604894814
0.4195145954962468,0.3413149776917395,0.1664901980389258,0.20910604502120098
0.2090417014178481,0.2395325470065887,0.0929503141425138,0.018968902246599802
0.3817648040033361,0.3570492470553973,0.1754801580239649,0.1651943162730636
0.266022518765638,0.2802084817014504,0.1246082236613719,0.052849864868360186
0.4978632193494579,0.3912864685132082,0.2046469621215156,0.30439521672019026
0.3842577147623019,0.3333217981189558,0.1608715908950861,0.16802560448022497
0.1908790658882402,0.244483503775098,0.0923677880691706,0.012032559122003147
0.2186572143452877,0.2356763548903961,0.0895009196643863,0.02341008691174435
0.1000658882402001,0.1680393352155957,0.0431079899755195,0.00010363500758049592
0.3821209341117598,0.3217270617162202,0.1537267138140841,0.1655980938207495
0.1221459549624687,0.2316490039794187,0.0870015839983295,0.0006310365811945828
0.2663786488740617,0.2696447041241377,0.1160998904852068,0.053116137493454604
0.3126755629691409,0.3136237840929695,0.1492658712775076,0.092603984934425
0.4006396997497914,0.3464035186190382,0.1748324901493368,0.18689202272694486
0.0954361968306922,0.1812699694841085,0.0584436582972527,6.38212408041704e-05
0.1232143452877397,0.2004950464610125,0.0691455836522547,0.0006774614109769623
0.3279891576313594,0.3158960016686629,0.147901750105361,0.10751755627049103
0.2069049207673061,0.2341637242453998,0.089843048808676,0.018054547426956846
0.2022752293577981,0.2859052616867739,0.1249040055575511,0.016163835140852664
0.1225020850708924,0.2110593416477497,0.0767632939502225,0.0006462357249207792
0.3878190158465388,0.3348685146368836,0.1610260134414168,0.17208946696086674
0.4437314428690575,0.3744147826414103,0.1964755002250727,0.23816613698187633
0.1527731442869057,0.2229001952010786,0.0840572570466955,0.0032572469834883607
0.2560508757297748,0.2856984088578512,0.1293512573066271,0.0456526459463345
0.1677306088407005,0.2040635408445371,0.0685788141417746,0.005839203392865462
0.4893160967472894,0.391274821395372,0.2065072951790979,0.2938749140984361
0.2460792326939115,0.2791405912278938,0.1201173233998641,0.038970448659517556
0.1983577981651376,0.2418578557947466,0.0936028572616834,0.014660260695103948
0.4309107589658048,0.3326505992687935,0.1573288067293853,0.2227154043427915
0.2927322768974145,0.2632942340397004,0.1127617359607354,0.074473603627085
0.3105387823185988,0.3212218231836294,0.1514666929715921,0.0905883589254978
0.3486447039199333,0.32451058178781,0.1508967205843001,0.12880323559846757
0.2699399499582985,0.2765141848596152,0.1155735447647166,0.05581305488273446
0.2777748123436196,0.2861416023123947,0.1278703962325266,0.06196049389563035
0.3985029190992494,0.3286266389625299,0.1570246683000754,0.18440728628364034
0.2386005004170142,0.2815356704824191,0.120982017652791,0.03430974321688107
0.283116763969975,0.3076150378459094,0.1447163977590851,0.06631551228607817
0.3450834028356964,0.3249354431079264,0.1473284732431372,0.1250464484002028
0.2987864887406171,0.3155776488042005,0.1512197620137167,0.0798112015394147
0.3710809007506255,0.3219264818253325,0.1506824374981804,0.15319407372726115
0.1759216013344453,0.2289486824959015,0.0866453674921482,0.00770743279089831
0.0868890742285237,0.1719316887323055,0.0444337105113461,2.27681775758292e-05
0.0836839032527105,0.1794870244370488,0.0500785526963786,1.465177203692311e-05
0.1591834862385321,0.2230442692979972,0.0804536620344377,0.004239633166576597
0.2254236864053377,0.285958776639198,0.1237677792528925,0.026854794175641013
0.1214336947456213,0.178222433557326,0.0555502935482944,0.0006014503746118952
0.464743119266055,0.3532345004178797,0.1800590635391269,0.26373082564748385
0.380696413678065,0.3259705920116812,0.1544305664481095,0.16398438795421863
0.074068390325271,0.1764848617054496,0.0546256917274356,3.1057486380349768e-06
0.3693002502085071,0.3462256083299115,0.1674423450506929,0.15121639528969258
0.2873903252710592,0.3202860898724208,0.1497828678996901,0.06989171848378743
0.440882402001668,0.3735877879531195,0.194210765829447,0.23472136785140515
0.3059090909090909,0.3206817658419291,0.1507322168224385,0.08627935940375211
0.3732176814011676,0.3414123977470988,0.168113381216867,0.1555759970290978
0.3518498748957464,0.328641290450109,0.1574478993009868,0.13221299497700797
0.4551276063386155,0.3802263290382028,0.1981504200500237,0.252000297074316
0.2304095079232693,0.2282143498967547,0.0821568124510385,0.029560433006046532
0.4921651376146789,0.3731412500344452,0.1887331519399958,0.2973803333380275
0.2279165971643035,0.2518725991758558,0.1030680143842269,0.02818994983021782
0.4889599666388657,0.4030812505639109,0.21677721104189,0.29343684599482667
0.1086130108423686,0.2066446858787511,0.0682862681025907,0.00022753193763939888
0.3479324437030859,0.3291171905635657,0.1579163549381729,0.12804916289565538
0.2489282735613011,0.2723973954919914,0.1132632741505581,0.04082578917731126
0.4387456213511259,0.3633464999002623,0.1855668906665327,0.23214181300041825
0.3600408673894912,0.3307890142817421,0.1620112168847543,0.14104415991753402
0.4793444537114262,0.3738598604960562,0.1979901037907573,0.28162003938344055
0.373929941618015,0.3173956099140531,0.1481218710275735,0.15637204622377826
0.4241442869057548,0.3405733215222167,0.1680266874782857,0.2146190728304456
0.1538415346121768,0.218732839710033,0.0754588679748493,0.0034087315774638006
0.4975070892410342,0.3693864264250692,0.1935513178570972,0.3039566501818936
0.3119633027522935,0.320571401409212,0.1515946737204115,0.09193025433679307
0.3785596330275229,0.3204767184772384,0.1472054431070907,0.16157094119784252
0.4020642201834862,0.3310152305294326,0.1526200954482348,0.18855219200537437
0.0965045871559633,0.1966058966896451,0.0679939193577814,7.16711982337156e-05
0.0968607172643869,0.2022704002796855,0.0649147374676614,7.445447926692182e-05
0.3636021684737281,0.3315973904282023,0.1593847960838281,0.1449337775885936
0.1481434528773978,0.2328058264219369,0.0881387175513742,0.0026546730022148192
0.0772735613010842,0.1815711000904227,0.0638099846077068,5.437143897488493e-06
0.2485721434528773,0.2226872359935196,0.0788389379483795,0.040591491810429835
0.487535446205171,0.3854226572462916,0.1980871458896064,0.29168483373835397
0.1794829024186822,0.2080137998113314,0.0767388205464386,0.00862766655395767
0.2190133444537114,0.2610339432392059,0.1015945956529824,0.023584827248094214
0.3422343619683069,0.298926255836081,0.1364440051654281,0.12206591160940855
0.4554837364470392,0.3701272298311635,0.1908131246233378,0.2524338974634912
0.320510425354462,0.2951275757411986,0.1270120366308702,0.1001342818539155
0.4825496246872393,0.393545277663313,0.2085292676559603,0.2855563957417244
0.3304820683903253,0.31380655292792,0.1529201690089088,0.11001895179578118
0.4344720600500417,0.3348183186260213,0.1605558326763051,0.22699366489200992
0.2606805671392827,0.3069414168594854,0.138309830329386,0.04893157289116003
0.2863219349457881,0.2982190852867245,0.1328657593956062,0.06899012129957101
0.4715095913261051,0.3971859836956728,0.2070669072411579,0.2720111485747443
0.2745696413678065,0.310836510490836,0.1424204879743586,0.05941057082666095
0.3329749791492911,0.2877437531201728,0.1287891957864235,0.1125397803814653
0.1702235195996663,0.2331281906740905,0.0909367544656427,0.006371956494302723
0.4170216847372811,0.3490114063641868,0.1697635913116427,0.20614712252760337
0.1574028356964136,0.2343387650347094,0.0906125137753108,0.003948792056490747
0.217232693911593,0.2396004021006968,0.0990557832471641,0.02271843641738656
0.0737122602168473,0.1857659965004475,0.0577442007711892,2.9096315109334665e-06
0.0751367806505421,0.163435520130854,0.0396820200735806,3.7630496885885656e-06
0.1837564637197664,0.2382166320938346,0.0910142748032963,0.00982126545901591
0.4611818181818182,0.3602822956837855,0.1837278852386655,0.25938078865495184
0.2336146788990825,0.24561358221932,0.0908823411950846,0.031374092780577185
0.3297698081734779,0.2900346260384542,0.125468313802385,0.10930226564416208
0.1495679733110925,0.1972411436167971,0.0658231325106,0.0028309493187863998
0.4594011676396997,0.352569485187195,0.1796747886108506,0.257208069151133
0.0826155129274395,0.1887765722771587,0.0668796378209438,1.2553838105096527e-05
0.4850425354462052,0.3623355507381405,0.1878207580025645,0.288619876533111
0.2015629691409508,0.245147099698728,0.0955629875595275,0.015883910147194206
0.3657389491242702,0.310660131703705,0.1472484199055156,0.1472813914751555
0.3507814845704754,0.3080189757800751,0.1425527478786898,0.1310734488896621
0.296649708090075,0.3236595794447964,0.1556346521212741,0.07791014726394985
0.2343269391159299,0.2429177381783455,0.0960370403241711,0.031784973648881686
0.3358240200166805,0.3131035966027185,0.1454543100851569,0.11544397528189414
0.2635296080066722,0.2478980541782811,0.0940199665593106,0.051003557630848115
0.446580483736447,0.3730307125137825,0.1981581648485687,0.24161673246945026
0.2147397831526272,0.2513368403195734,0.0958970605244012,0.021536226136973795
0.1641693077564637,0.2261812013747525,0.0838585775047404,0.005130806484589723
0.1766338615512927,0.2444052891369745,0.0965022244788332,0.007886140043259153
0.0819032527105921,0.2168900115790914,0.0757967195325537,1.1299555585246788e-05
0.1926597164303586,0.2519351255952278,0.1028875490077376,0.01262951782895904
0.2809799833194328,0.275104350076965,0.1209245403762034,0.06455793508620902
0.0897381150959132,0.173730235187148,0.049501390739489,3.2810669950641295e-05
0.1862493744787322,0.2225949591418939,0.0807380109736652,0.010563343738718914
0.1107497914929107,0.1987195293442705,0.0647122093830205,0.0002717624465034693
0.3571918265221017,0.2931667690893548,0.1329307220064057,0.13795386972815796
0.0925871559633027,0.1968480420700976,0.0665538439838376,4.623127571177457e-05
0.2588999165971642,0.2878078363662752,0.1270685617217077,0.04765745175113068
0.1488557130942452,0.2223216224751859,0.0783896370301964,0.0027418163606579915
0.1157356130108423,0.1910796550809301,0.0607693726107511,0.00040097853539919744
0.3995713094245204,0.3464184940345323,0.1681939948905738,0.18564881751532059
0.4529908256880733,0.3739937280441586,0.1901191291355626,0.2494002198233237
0.4707973311092577,0.4016994802507614,0.2108400944140415,0.2711386723875846
0.0986413678065054,0.1904371613044232,0.0588970429932216,8.970766108076424e-05
0.410255212677231,0.3446974330997686,0.1696659255051203,0.19815227739983646
0.33867306088407,0.3257216175454679,0.1589103885906045,0.11837236215230232
0.3276330275229357,0.2996881890416541,0.1339558482885899,0.10716182546212548
0.2713644703919933,0.2619248698748972,0.1117263665162505,0.05690906356654532
0.457976647206005,0.3436041771262762,0.1644054672332399,0.25547105890009314
0.4451559633027523,0.3331335620189058,0.1593754868747053,0.23989072675685866
0.2695838198498749,0.2555156464976335,0.1121049009002982,0.0555405832747962
0.2727889908256881,0.2552084875746583,0.1052982756115397,0.058014810436337244
0.223999165971643,0.2701785308537344,0.1110976704284376,0.026107772912986573
0.4337597998331943,0.3267185396004513,0.1607911681162104,0.22613712425037322
0.1887422852376981,0.2300495453748847,0.0897482627020305,0.011339652113829347
0.4017080900750625,0.3502437948335444,0.1733488380365254,0.18813687781312152
0.1855371142618849,0.2521789299681735,0.1018819882651144,0.010347844172106194
0.3589724770642202,0.3126591051401807,0.1461608331446059,0.13988303517671155
0.4868231859883236,0.3798420698112063,0.2029483038793555,0.2908089893689395
0.2610366972477064,0.3001801108059432,0.1398687634690665,0.04918833125357934
0.3707247706422018,0.3153304719657209,0.1514888738557563,0.15279800526946138
0.3272768974145121,0.3215584989747495,0.1525660133109833,0.10680650127619282
0.3935170975813177,0.32955741174832,0.1595873815924068,0.17863632542288882
0.0943678065054211,0.2102864351465602,0.0755813404929829,5.6681988172753993e-05
